City,Date,PM2.5,PM10,NO2,SO2,CO,O3,AQI
Gurugram,2018-05-14,64.77,193.84,23.42,7.45,0.28,31.38,148.0
Gurugram,2018-05-16,139.53,396.69,24.1,7.45,0.41,23.65,126.0
Gurugram,2018-05-17,141.26,280.83,27.83,7.45,0.39,28.44,214.0
Gurugram,2018-05-18,108.65,224.03,27.5,7.45,0.24,33.79,231.0
Gurugram,2018-05-19,125.5,188.75,29.13,7.45,0.52,19.13,258.0
Gurugram,2018-05-20,86.98,219.14,28.77,7.45,0.5,22.31,165.0
Gurugram,2018-05-21,92.98,203.56,25.72,7.45,0.54,24.93,167.0
Gurugram,2018-05-22,106.83,215.18,27.54,7.45,0.57,27.7,174.0
Gurugram,2018-05-23,163.89,386.66,27.3,7.45,0.13,47.92,274.0
Gurugram,2018-05-24,132.65,175.62,27.39,1.89,0.08,31.810000000000002,320.0
Gurugram,2018-05-25,127.06,180.86,28.58,1.71,0.25,19.88,308.0
Gurugram,2018-05-26,110.31,183.75,37.96,2.62,0.75,22.34,289.0
Gurugram,2018-05-27,154.28,175.09,38.3,2.37,0.66,19.37,253.0
Gurugram,2018-05-28,130.49,224.05,30.64,1.67,0.48,41.57,279.0
Gurugram,2018-05-29,154.59,248.04,33.08,1.93,0.82,36.16,323.0
Gurugram,2018-05-30,115.04,210.3,28.38,1.14,0.69,37.31,296.0
Gurugram,2018-05-31,98.26,169.52,31.75,1.47,0.8,27.83,242.0
Gurugram,2018-06-01,110.07,228.87,27.94,1.19,0.81,40.98,216.0
Gurugram,2018-06-02,75.9,145.61,27.59,0.87,0.75,47.83,236.0
Gurugram,2018-06-03,65.38,130.7,27.61,1.14,0.82,44.26,132.0
Gurugram,2018-06-04,82.98,159.65,26.74,0.98,0.82,43.96,144.0
Gurugram,2018-06-05,69.94,134.44,24.67,1.05,0.8,40.79,162.0
Gurugram,2018-06-06,75.87,148.17,26.52,1.11,0.82,32.66,146.0
Gurugram,2018-06-07,76.26,139.54,28.71,0.99,0.77,37.78,150.0
Gurugram,2018-06-08,89.34,175.62,22.45,0.87,0.1,47.58,165.0
Gurugram,2018-06-09,93.2,175.62,23.33,1.07,0.11,32.4,182.0
Gurugram,2018-06-10,50.85,175.62,25.38,1.2,0.08,25.9,168.0
Gurugram,2018-06-11,85.68,175.62,24.04,1.06,0.07,35.87,130.0
Gurugram,2018-06-12,252.23,175.62,25.31,1.26,0.08,22.91,283.0
Gurugram,2018-06-13,551.86,175.62,28.12,1.02,0.04,21.26,519.0
Gurugram,2018-06-14,479.75,175.62,27.75,1.39,0.05,24.58,670.0
Gurugram,2018-06-15,376.76,175.62,26.97,1.17,0.29,25.87,531.0
Gurugram,2018-06-16,230.26,175.62,27.12,1.01,0.13,22.69,414.0
Gurugram,2018-06-17,219.43,175.62,24.32,0.95,0.74,32.94,385.0
Gurugram,2018-06-18,141.54,175.62,23.53,1.46,1.06,38.3,329.0
Gurugram,2018-06-19,119.39,175.62,22.3,7.53,0.97,47.44,302.0
Gurugram,2018-06-20,173.6,175.62,21.56,10.0,1.33,43.45,325.0
Gurugram,2018-06-21,251.28,175.62,21.66,9.26,1.49,65.28,393.0
Gurugram,2018-06-22,153.17,175.62,19.53,11.77,1.32,58.19,348.0
Gurugram,2018-06-23,171.14,175.62,19.98,9.36,1.93,57.77,324.0
Gurugram,2018-06-24,84.28,175.62,21.91,5.81,0.66,40.94,283.0
Gurugram,2018-06-25,121.95,175.62,21.85,6.9,0.83,29.65,241.0
Gurugram,2018-06-26,77.99,175.62,22.0,7.59,0.78,20.82,254.0
Gurugram,2018-06-27,44.56,175.62,19.69,7.14,0.79,42.95,99.0
Gurugram,2018-06-28,59.65,175.62,20.66,4.55,1.97,26.08,135.0
Gurugram,2018-06-29,40.69,175.62,21.7,5.64,1.12,21.58,106.0
Gurugram,2018-06-30,37.45,175.62,21.64,5.84,0.81,20.93,86.0
Gurugram,2018-07-01,37.7,175.62,21.38,6.38,0.9,24.7,76.0
Gurugram,2018-07-02,43.68,175.62,21.42,6.02,1.11,22.89,103.0
Gurugram,2018-07-03,47.39,175.62,21.69,6.09,0.88,28.91,102.0
Gurugram,2018-07-04,54.79,175.62,21.43,10.57,0.62,30.06,93.0
Gurugram,2018-07-05,60.75,175.62,21.37,6.24,0.63,26.33,95.0
Gurugram,2018-07-06,70.27,175.62,21.7,4.22,0.59,33.35,114.0
Gurugram,2018-07-07,66.14,175.62,21.25,2.54,0.65,43.61,133.0
Gurugram,2018-07-08,79.13,175.62,21.09,4.24,0.75,40.61,162.0
Gurugram,2018-07-09,113.08,175.62,21.29,4.59,0.85,36.0,216.0
Gurugram,2018-07-10,58.97,175.62,21.43,4.42,0.85,29.89,174.0
Gurugram,2018-07-11,57.75,175.62,21.14,5.09,0.77,27.5,96.0
Gurugram,2018-07-12,70.54,175.62,23.22,4.87,0.46,28.76,115.0
Gurugram,2018-07-13,43.08,175.62,25.72,4.36,0.46,22.25,104.0
Gurugram,2018-07-14,34.01,175.62,25.79,7.64,0.65,30.65,68.0
Gurugram,2018-07-15,30.95,175.62,25.5,5.6,0.83,25.44,84.0
Gurugram,2018-07-16,54.23,175.62,25.9,6.91,0.68,21.33,83.0
Gurugram,2018-07-17,56.42,175.62,26.12,6.83,0.77,25.31,103.0
Gurugram,2018-07-18,61.74,175.62,25.57,6.6,0.7,29.14,116.0
Gurugram,2018-07-19,53.97,175.62,25.49,5.66,0.65,24.94,96.0
Gurugram,2018-07-20,63.78,175.62,25.86,5.68,0.76,26.85,92.0
Gurugram,2018-07-21,61.81,175.62,25.94,5.98,0.89,27.51,120.0
Gurugram,2018-07-22,35.71,175.62,26.01,5.45,0.56,18.23,80.0
Gurugram,2018-07-23,46.01,175.62,25.64,6.09,0.59,17.47,84.0
Gurugram,2018-07-24,70.47,175.62,25.69,6.07,1.1,40.1,140.0
Gurugram,2018-07-25,55.24,175.62,25.97,6.0,0.54,15.22,113.0
Gurugram,2018-07-26,47.38,175.62,26.04,5.14,0.58,15.08,87.0
Gurugram,2018-07-27,24.77,175.62,25.44,5.5,0.57,16.21,75.0
Gurugram,2018-07-28,31.09,175.62,24.98,5.46,0.49,20.04,45.0
Gurugram,2018-07-29,53.09,175.62,24.84,5.2,0.52,20.81,68.0
Gurugram,2018-07-30,63.41,175.62,24.81,5.36,0.59,20.75,109.0
Gurugram,2018-07-31,67.55,175.62,25.08,6.05,0.63,18.83,112.0
Gurugram,2018-08-01,77.4,175.62,26.66,5.1,0.91,18.01,138.0
Gurugram,2018-08-02,126.74,175.62,25.24,6.17,0.55,17.7,242.0
Gurugram,2018-08-03,120.1,175.62,26.08,6.97,0.66,15.7,307.0
Gurugram,2018-08-04,171.29,175.62,25.0,6.21,0.55,16.8,303.0
Gurugram,2018-08-05,155.55,175.62,24.98,5.54,0.54,16.13,339.0
Gurugram,2018-08-06,69.07,175.62,24.97,5.87,0.51,25.39,271.0
Gurugram,2018-08-07,62.79,175.62,24.78,6.23,1.0,21.61,114.0
Gurugram,2018-08-08,47.14,175.62,24.92,5.77,0.74,18.05,93.0
Gurugram,2018-08-09,43.7,175.62,20.08,6.03,0.49,22.17,75.0
Gurugram,2018-08-10,59.37,175.62,20.08,6.54,0.57,16.42,86.0
Gurugram,2018-08-11,56.05,175.62,20.08,5.99,0.51,18.74,96.0
Gurugram,2018-08-12,67.48,175.62,20.08,5.57,0.49,14.74,118.0
Gurugram,2018-08-13,69.78,175.62,20.08,5.41,0.38,18.7,111.0
Gurugram,2018-08-14,71.72,175.62,35.14,8.02,0.63,15.67,110.0
Gurugram,2018-08-15,76.99,175.62,17.04,3.43,0.38,17.99,196.0
Gurugram,2018-08-16,49.45,175.62,19.73,5.8,0.54,14.45,96.0
Gurugram,2018-08-17,43.04,175.62,15.87,6.89,0.46,22.69,89.0
Gurugram,2018-08-18,45.82,175.62,14.49,5.72,0.61,22.53,73.0
Gurugram,2018-08-19,53.09,175.62,14.15,6.39,0.56,20.61,86.0
Gurugram,2018-08-20,90.54,175.62,26.81,6.64,0.58,29.08,144.0
Gurugram,2018-08-21,54.44,175.62,24.04,6.08,0.54,18.51,139.0
Gurugram,2018-08-22,49.61,175.62,22.49,4.73,0.52,20.18,105.0
Gurugram,2018-08-23,44.46,175.62,17.19,4.89,0.54,15.07,72.0
Gurugram,2018-08-24,46.65,175.62,18.89,5.4,0.6,17.66,76.0
Gurugram,2018-08-25,47.6,175.62,21.4,5.45,0.43,15.02,84.0
Gurugram,2018-08-26,43.06,175.62,18.1,5.25,0.46,18.76,75.0
Gurugram,2018-08-27,37.73,175.62,31.51,7.06,0.49,24.53,80.0
Gurugram,2018-08-28,46.43,175.62,25.01,5.13,0.59,16.38,69.0
Gurugram,2018-08-29,31.39,175.62,21.34,5.82,0.59,12.21,77.0
Gurugram,2018-08-30,51.98,175.62,17.24,5.7,0.58,13.96,72.0
Gurugram,2018-08-31,74.94,175.62,20.75,6.12,0.61,16.1,133.0
Gurugram,2018-09-01,48.51,175.62,19.63,9.27,0.58,12.89,143.0
Gurugram,2018-09-05,58.0,175.62,18.1,6.62,0.66,31.810000000000002,86.0
Gurugram,2018-09-06,68.13,175.62,20.05,7.47,0.56,4.49,123.0
Gurugram,2018-09-07,28.75,175.62,31.05,8.15,0.66,12.98,92.0
Gurugram,2018-09-08,27.69,175.62,23.91,5.64,0.29,8.25,70.0
Gurugram,2018-09-09,19.99,175.62,15.52,3.37,0.58,10.42,56.0
Gurugram,2018-09-10,29.08,175.62,20.6,4.67,0.46,4.05,50.0
Gurugram,2018-09-11,35.14,175.62,17.62,7.45,0.46,5.34,59.0
Gurugram,2018-09-12,39.06,175.62,19.36,8.03,0.38,7.86,62.0
Gurugram,2018-09-13,42.36,175.62,19.48,6.71,0.52,6.67,70.0
Gurugram,2018-09-14,44.35,175.62,20.25,5.57,0.41,9.5,77.0
Gurugram,2018-09-18,226.56,175.62,21.96,7.74,0.51,28.13,301.0
Gurugram,2018-09-19,108.71,175.62,31.51,7.16,0.53,30.05,350.0
Gurugram,2018-09-20,226.92,175.62,40.48,6.92,0.29,43.1,346.0
Gurugram,2018-09-22,44.86,175.62,19.75,7.59,0.47,15.9,76.0
Gurugram,2018-09-23,60.29,175.62,18.79,6.21,0.37,22.5,85.0
Gurugram,2018-09-24,34.16,175.62,18.37,6.08,0.41,5.87,82.0
Gurugram,2018-09-25,54.14,175.62,16.72,5.84,0.72,24.72,58.0
Gurugram,2018-09-26,46.65,175.62,22.99,6.72,0.46,20.99,79.0
Gurugram,2018-09-27,93.9,175.62,26.56,8.45,0.6,22.57,152.0
Gurugram,2018-09-28,122.28,175.62,31.23,7.96,0.52,17.28,263.0
Gurugram,2018-09-29,138.86,175.62,27.57,7.91,0.16,32.54,320.0
Gurugram,2018-09-30,81.18,210.02,22.71,3.57,0.72,36.9,211.0
Gurugram,2018-10-01,73.69,217.73,27.4,4.36,0.83,34.57,183.0
Gurugram,2018-10-02,94.13,213.48,27.21,4.22,0.85,36.78,199.0
Gurugram,2018-10-03,79.82,183.93,17.98,6.03,0.86,36.83,193.0
Gurugram,2018-10-04,109.59,196.31,17.15,6.63,1.05,40.47,240.0
Gurugram,2018-10-05,157.04,261.61,16.88,10.76,1.51,54.69,286.0
Gurugram,2018-10-06,117.02,236.07,16.42,8.04,0.8,37.65,307.0
Gurugram,2018-10-07,109.68,258.34,16.92,14.16,0.81,46.08,254.0
Gurugram,2018-10-08,139.15,309.92,34.39,7.41,1.02,52.99,280.0
Gurugram,2018-10-09,136.28,237.1,55.75,8.6,1.0,54.83,316.0
Gurugram,2018-10-10,96.1,186.32,57.05,7.52,0.99,50.92,284.0
Gurugram,2018-10-11,110.19,196.54,55.87,5.18,0.8,33.5,245.0
Gurugram,2018-10-12,134.13,164.1,52.45,6.96,0.97,39.27,242.0
Gurugram,2018-10-13,133.97,242.65,44.26,8.38,1.03,43.81,295.0
Gurugram,2018-10-14,134.47,224.57,47.0,6.27,0.93,44.61,293.0
Gurugram,2018-10-15,121.49,278.45,56.2,8.42,1.34,47.56,256.0
Gurugram,2018-10-16,112.43,265.07,54.17,7.45,1.48,46.87,295.0
Gurugram,2018-10-17,147.66,279.22,57.27,9.88,1.44,39.77,301.0
Gurugram,2018-10-18,162.48,271.89,59.73,9.53,1.0,32.67,329.0
Gurugram,2018-10-19,159.55,292.22,32.5,7.43,0.96,47.01,317.0
Gurugram,2018-10-20,192.38,338.49,39.28,10.96,1.11,41.02,362.0
Gurugram,2018-10-21,233.09,288.47,28.98,8.66,1.24,37.66,386.0
Gurugram,2018-10-22,126.27,251.38,30.62,8.25,1.27,34.98,315.0
Gurugram,2018-10-23,147.67,262.3,42.88,15.08,1.02,32.8,307.0
Gurugram,2018-10-24,176.23,320.25,43.77,9.78,1.09,40.98,329.0
Gurugram,2018-10-25,200.56,305.58,63.88,12.77,1.1,40.18,347.0
Gurugram,2018-10-26,227.62,175.62,104.13,14.27,0.99,22.88,375.0
Gurugram,2018-10-27,222.63,264.11,68.92,12.69,1.1,40.89,390.0
Gurugram,2018-10-28,244.57,342.22,40.73,12.22,0.85,39.85,393.0
Gurugram,2018-10-29,231.84,333.34,41.14,12.27,0.84,34.63,380.0
Gurugram,2018-10-30,271.91,354.56,57.25,16.35,1.11,38.91,407.0
Gurugram,2018-10-31,246.16,306.31,54.83,11.77,0.95,35.83,400.0
Gurugram,2018-11-01,236.55,280.89,49.81,13.67,1.01,39.88,402.0
Gurugram,2018-11-02,218.31,317.43,40.28,10.39,0.77,46.08,382.0
Gurugram,2018-11-03,178.76,295.81,18.37,7.5,0.89,56.68,360.0
Gurugram,2018-11-04,112.17,177.09,14.74,9.21,0.63,55.2,288.0
Gurugram,2018-11-05,279.25,494.66,27.22,12.66,0.83,32.01,359.0
Gurugram,2018-11-06,161.84,286.56,24.28,10.0,1.11,44.16,379.0
Gurugram,2018-11-07,122.69,229.87,29.92,9.13,1.0,45.72,279.0
Gurugram,2018-11-08,274.14,323.94,52.77,19.95,1.55,31.18,366.0
Gurugram,2018-11-09,254.56,341.94,47.71,12.53,1.07,34.78,420.0
Gurugram,2018-11-10,234.57,378.33,56.69,10.78,0.89,33.8,386.0
Gurugram,2018-11-11,186.09,317.01,55.8,12.31,0.92,38.34,375.0
Gurugram,2018-11-12,163.74,343.01,70.85,14.47,1.06,33.9,321.0
Gurugram,2018-11-13,198.94,356.89,63.71,10.42,0.93,27.92,339.0
Gurugram,2018-11-14,115.37,195.14,39.46,8.28,1.08,19.92,329.0
Gurugram,2018-11-15,99.24,155.21,29.47,7.72,0.95,21.79,227.0
Gurugram,2018-11-16,134.26,227.26,20.84,7.99,0.88,29.97,294.0
Gurugram,2018-11-17,123.66,218.88,30.37,10.88,0.91,27.47,260.0
Gurugram,2018-11-18,124.15,200.83,37.57,11.68,0.86,22.4,295.0
Gurugram,2018-11-19,147.1,261.71,22.95,12.94,0.88,42.72,289.0
Gurugram,2018-11-20,190.98,327.57,28.02,10.36,1.02,27.8,338.0
Gurugram,2018-11-21,194.91,355.08,31.2,11.32,1.15,21.4,375.0
Gurugram,2018-11-22,121.51,196.83,41.9,12.98,1.05,19.29,306.0
Gurugram,2018-11-23,159.05,262.39,30.75,10.09,0.83,29.13,318.0
Gurugram,2018-11-24,96.86,192.94,18.94,9.07,0.61,38.44,284.0
Gurugram,2018-11-25,125.26,239.99,32.79,12.57,0.41,45.71,272.0
Gurugram,2018-11-26,163.8,292.38,41.26,14.28,0.63,44.96,314.0
Gurugram,2018-11-27,149.7,229.99,39.19,13.85,0.89,41.87,337.0
Gurugram,2018-11-28,133.58,235.22,30.8,11.85,1.04,38.0,277.0
Gurugram,2018-11-29,148.85,303.5,26.66,11.76,0.65,39.95,295.0
Gurugram,2018-11-30,140.45,318.04,26.11,9.9,0.71,37.26,275.0
Gurugram,2018-12-01,119.25,255.28,26.8,12.73,0.81,36.36,267.0
Gurugram,2018-12-02,81.43,107.25,24.59,11.86,0.82,36.75,191.0
Gurugram,2018-12-03,113.31,212.23,26.46,13.5,0.65,42.6,222.0
Gurugram,2018-12-04,147.68,247.54,26.8,20.13,1.0,40.43,299.0
Gurugram,2018-12-05,144.35,276.72,21.89,11.2,0.7,18.37,307.0
Gurugram,2018-12-06,174.45,263.58,22.51,21.96,0.62,11.67,339.0
Gurugram,2018-12-07,191.18,354.49,22.54,12.94,0.59,13.02,369.0
Gurugram,2018-12-08,163.91,295.23,24.64,21.53,0.8,17.24,368.0
Gurugram,2018-12-09,161.45,345.6,25.46,13.18,0.96,18.39,280.0
Gurugram,2018-12-10,178.2,348.94,35.31,9.3,0.65,23.87,285.0
Gurugram,2018-12-11,230.83,345.64,51.35,12.0,0.67,33.31,377.0
Gurugram,2018-12-12,176.72,284.33,51.14,9.08,0.67,27.44,389.0
Gurugram,2018-12-13,87.31,166.85,32.39,9.14,0.68,23.86,222.0
Gurugram,2018-12-14,79.02,146.35,44.44,5.51,0.47,26.79,189.0
Gurugram,2018-12-15,83.98,198.33,59.84,0.73,0.43,27.73,176.0
Gurugram,2018-12-16,67.26,205.79,59.54,5.5,0.48,28.54,148.0
Gurugram,2018-12-17,94.16,281.59,61.41,7.93,0.55,25.1,172.0
Gurugram,2018-12-18,102.5,271.67,34.88,8.79,0.46,30.65,230.0
Gurugram,2018-12-19,105.02,256.6,47.71,14.62,0.4,30.66,210.0
Gurugram,2018-12-20,133.58,265.0,80.65,11.98,0.45,31.04,288.0
Gurugram,2018-12-21,112.7,430.89,79.05,11.16,0.49,32.6,276.0
Gurugram,2018-12-22,101.21,175.62,125.64,10.23,0.5,27.73,215.0
Gurugram,2018-12-23,128.34,175.62,87.78,9.3,0.48,34.89,292.0
Gurugram,2018-12-24,155.15,324.22,104.4,14.0,0.65,28.84,305.0
Gurugram,2018-12-25,177.18,422.25,40.53,8.0,0.43,28.69,362.0
Gurugram,2018-12-26,156.46,277.78,49.95,9.28,0.35,25.04,321.0
Gurugram,2018-12-27,166.81,249.36,46.58,16.54,0.37,26.76,327.0
Gurugram,2018-12-28,194.52,347.86,23.88,4.91,1.16,29.99,353.0
Gurugram,2018-12-29,197.45,339.25,48.11,9.71,3.13,26.66,360.0
Gurugram,2018-12-30,304.47,303.52,80.68,35.77,1.71,26.9,423.0
Gurugram,2018-12-31,309.14,401.63,68.8,43.29,1.83,23.11,463.0
Gurugram,2019-01-01,296.93,359.69,58.38,31.63,1.2,23.92,450.0
Gurugram,2019-01-02,305.58,374.92,40.14,25.86,0.82,26.45,433.0
Gurugram,2019-01-03,314.48,447.79,39.5,27.05,1.48,22.61,462.0
Gurugram,2019-01-04,189.0,381.14,29.14,13.58,1.42,15.31,384.0
Gurugram,2019-01-05,218.77,408.1,31.7,22.35,1.32,20.82,392.0
Gurugram,2019-01-06,127.51,244.67,26.48,28.49,1.1,30.05,332.0
Gurugram,2019-01-07,127.98,242.82,20.86,17.6,0.97,20.97,279.0
Gurugram,2019-01-08,121.68,236.75,19.67,22.02,0.79,30.93,308.0
Gurugram,2019-01-09,100.59,204.36,19.23,18.62,0.76,38.85,271.0
Gurugram,2019-01-10,91.83,193.45,30.28,15.92,0.87,33.12,210.0
Gurugram,2019-01-11,179.83,321.81,69.1,18.72,1.06,33.27,313.0
Gurugram,2019-01-12,182.46,273.91,57.5,20.71,1.01,37.12,348.0
Gurugram,2019-01-13,175.61,392.23,33.49,21.44,1.12,39.99,342.0
Gurugram,2019-01-14,69.18,131.77,18.2,15.57,1.18,43.53,275.0
Gurugram,2019-01-15,83.4,175.62,24.77,13.77,1.1,41.79,135.0
Gurugram,2019-01-16,163.92,302.49,63.23,10.28,1.48,33.66,298.0
Gurugram,2019-01-17,237.94,498.8,45.69,5.18,2.24,43.84,367.0
Gurugram,2019-01-18,176.96,370.39,29.56,9.18,1.81,31.96,405.0
Gurugram,2019-01-19,178.96,444.6,55.67,12.61,2.47,36.36,349.0
Gurugram,2019-01-20,136.27,175.62,54.29,7.55,2.83,35.48,328.0
Gurugram,2019-01-21,101.19,138.97,27.17,5.22,2.23,36.04,260.0
Gurugram,2019-01-22,51.48,70.62,24.07,5.35,1.91,32.21,143.0
Gurugram,2019-01-23,105.71,212.62,21.02,6.7,2.84,26.46,153.0
Gurugram,2019-01-24,114.82,194.17,23.48,6.31,2.31,28.39,294.0
Gurugram,2019-01-25,58.17,115.89,18.38,4.68,1.78,33.32,161.0
Gurugram,2019-01-26,82.66,167.36,17.67,4.97,1.96,42.61,170.0
Gurugram,2019-01-27,97.78,181.3,17.93,4.63,1.95,43.9,201.0
Gurugram,2019-01-28,97.11,151.06,34.71,5.6,1.81,53.27,213.0
Gurugram,2019-01-29,80.94,161.45,32.89,5.52,2.28,45.07,194.0
Gurugram,2019-01-30,125.78,249.16,54.93,4.37,2.68,31.88,255.0
Gurugram,2019-01-31,129.19,171.03,56.86,6.28,2.47,35.82,309.0
Gurugram,2019-02-01,121.31,223.06,31.17,2.64,2.47,41.25,258.0
Gurugram,2019-02-02,117.86,241.0,21.52,4.0,2.02,29.17,302.0
Gurugram,2019-02-03,79.97,176.06,18.6,4.0,2.63,28.49,232.0
Gurugram,2019-02-04,90.9,175.62,29.19,4.27,2.86,29.86,205.0
Gurugram,2019-02-05,112.5,158.77,11.78,3.28,3.5,40.67,234.0
Gurugram,2019-02-06,98.51,192.74,95.41,3.27,0.46,33.39,269.0
Gurugram,2019-02-07,57.85,79.11,10.51,7.45,0.17,19.74,144.0
Gurugram,2019-02-08,55.96,174.76,40.68,6.66,0.23,19.62,123.0
Gurugram,2019-02-09,49.02,121.29,44.31,3.92,0.18,19.92,125.0
Gurugram,2019-02-10,98.01,221.36,191.83,6.11,0.76,25.86,113.0
Gurugram,2019-02-11,132.14,264.78,114.35,4.96,0.66,23.12,310.0
Gurugram,2019-02-12,144.74,317.26,132.8,6.33,0.77,28.27,302.0
Gurugram,2019-02-13,158.5,326.16,130.46,9.94,0.69,25.3,330.0
Gurugram,2019-02-14,112.92,234.32,125.36,5.89,0.45,30.56,306.0
Gurugram,2019-02-15,78.9,184.28,70.5,11.57,0.52,26.01,186.0
Gurugram,2019-02-16,80.01,159.91,53.64,5.95,0.41,29.68,183.0
Gurugram,2019-02-17,58.47,120.51,113.18,5.5,0.57,38.84,130.0
Gurugram,2019-02-18,88.93,175.62,203.41,5.05,0.73,35.01,171.0
Gurugram,2019-02-19,76.86,223.97,65.34,15.84,0.65,29.59,149.0
Gurugram,2019-02-20,73.53,165.85,24.17,6.56,0.46,19.49,213.0
Gurugram,2019-02-21,48.94,138.82,20.75,9.19,0.45,31.01,111.0
Gurugram,2019-02-22,49.22,115.91,12.79,12.3,0.42,34.53,120.0
Gurugram,2019-02-23,36.87,88.1,13.88,15.09,0.49,50.53,90.0
Gurugram,2019-02-24,51.22,129.97,16.17,11.36,0.51,46.54,103.0
Gurugram,2019-02-25,78.68,168.92,24.22,14.82,0.47,38.18,157.0
Gurugram,2019-02-26,41.41,93.91,23.54,26.83,0.41,36.35,108.0
Gurugram,2019-02-27,36.88,77.26,21.61,27.58,0.46,35.91,86.0
Gurugram,2019-02-28,55.34,123.54,22.95,35.53,0.42,33.43,103.0
Gurugram,2019-03-01,66.43,168.92,23.22,37.24,0.32,31.94,137.0
Gurugram,2019-03-02,73.98,163.48,30.6,38.39,0.45,17.01,155.0
Gurugram,2019-03-03,31.97,54.32,21.15,17.31,0.41,25.43,104.0
Gurugram,2019-03-04,63.58,133.36,16.76,21.72,0.38,28.39,100.0
Gurugram,2019-03-05,39.9,103.11,13.99,14.56,0.39,31.28,100.0
Gurugram,2019-03-06,51.93,130.58,12.69,12.14,0.33,29.85,90.0
Gurugram,2019-03-07,74.89,180.75,15.05,11.51,0.28,33.94,149.0
Gurugram,2019-03-08,66.24,174.95,18.99,8.07,0.31,30.34,154.0
Gurugram,2019-03-09,65.44,155.62,8.74,5.67,0.19,35.3,153.0
Gurugram,2019-03-10,45.61,132.72,10.67,2.97,0.2,44.13,107.0
Gurugram,2019-03-11,63.7,176.12,11.68,3.85,0.26,42.08,136.0
Gurugram,2019-03-12,59.86,116.73,8.37,5.02,0.21,31.76,126.0
Gurugram,2019-03-13,75.29,233.06,11.13,2.15,0.3,25.59,145.0
Gurugram,2019-03-14,93.38,217.93,8.36,0.83,0.37,22.05,245.0
Gurugram,2019-03-15,52.58,139.65,5.98,1.31,0.21,31.69,138.0
Gurugram,2019-03-16,59.13,129.58,5.81,1.55,0.16,44.82,116.0
Gurugram,2019-03-17,63.26,149.64,5.65,1.51,0.23,40.64,144.0
Gurugram,2019-03-18,74.62,172.96,4.63,11.33,0.24,41.42,161.0
Gurugram,2019-03-19,90.27,237.1,6.08,29.28,0.29,37.4,197.0
Gurugram,2019-03-20,82.34,214.76,7.13,25.49,0.26,34.34,189.0
Gurugram,2019-03-21,114.87,257.72,12.36,28.72,0.53,38.21,243.0
Gurugram,2019-03-22,43.44,124.72,7.56,14.21,0.13,33.52,144.0
Gurugram,2019-03-23,52.37,86.44,8.98,21.99,0.2,36.25,99.0
Gurugram,2019-03-24,43.6,151.22,8.65,15.36,0.16,31.38,103.0
Gurugram,2019-03-25,49.62,143.81,8.46,16.21,0.19,25.93,114.0
Gurugram,2019-03-26,58.85,156.68,8.17,13.16,0.22,32.12,119.0
Gurugram,2019-03-27,60.18,168.05,8.58,15.87,0.21,33.04,127.0
Gurugram,2019-03-28,86.86,195.91,8.7,17.8,0.3,28.29,193.0
Gurugram,2019-03-29,98.42,257.46,8.79,18.22,0.59,29.86,230.0
Gurugram,2019-03-30,104.25,128.15,9.91,20.08,0.24,28.7,254.0
Gurugram,2019-03-31,62.86,148.69,9.79,12.89,0.2,31.86,193.0
Gurugram,2019-04-01,45.22,150.52,7.96,14.3,0.16,36.66,114.0
Gurugram,2019-04-02,76.87,181.59,8.46,13.35,0.21,36.84,161.0
Gurugram,2019-04-03,78.55,150.53,9.11,11.42,0.38,27.0,183.0
Gurugram,2019-04-04,100.22,262.82,8.57,7.39,0.7,33.02,187.0
Gurugram,2019-04-05,120.41,260.63,8.96,4.02,0.68,37.04,260.0
Gurugram,2019-04-06,106.43,315.63,7.84,1.99,0.36,47.1,282.0
Gurugram,2019-04-07,164.12,392.61,8.83,9.62,0.33,34.7,312.0
Gurugram,2019-04-08,121.22,315.02,7.68,7.52,0.35,33.4,320.0
Gurugram,2019-04-09,92.34,212.31,8.57,7.55,0.35,37.7,243.0
Gurugram,2019-04-10,99.71,248.24,9.29,7.72,0.31,33.75,247.0
Gurugram,2019-04-11,82.16,194.48,8.56,5.1,0.26,27.93,194.0
Gurugram,2019-04-12,79.95,245.17,8.38,2.7,0.34,34.02,220.0
Gurugram,2019-04-13,59.13,184.49,9.29,2.82,0.66,28.19,180.0
Gurugram,2019-04-14,57.02,215.35,13.92,2.64,0.51,28.71,140.0
Gurugram,2019-04-15,65.08,200.13,13.85,3.38,0.58,26.62,166.0
Gurugram,2019-04-16,98.06,201.19,28.75,3.39,0.51,28.01,257.0
Gurugram,2019-04-17,25.61,16.77,14.87,2.93,0.39,21.26,76.0
Gurugram,2019-04-18,31.04,69.43,13.84,2.45,0.56,33.67,58.0
Gurugram,2019-04-19,72.14,186.18,16.72,2.13,0.65,32.57,120.0
Gurugram,2019-04-20,66.43,177.73,16.33,2.71,0.6,38.01,136.0
Gurugram,2019-04-21,78.12,201.89,17.96,2.08,0.74,43.16,173.0
Gurugram,2019-04-22,94.78,269.76,26.72,0.61,1.2,40.31,201.0
Gurugram,2019-04-23,98.54,308.24,22.09,3.36,0.71,33.78,234.0
Gurugram,2019-04-24,104.05,334.26,18.63,2.4,0.81,54.63,253.0
Gurugram,2019-04-25,103.59,378.49,17.83,4.65,0.84,53.23,313.0
Gurugram,2019-04-26,93.68,286.92,17.98,3.35,0.68,41.76,275.0
