PM2.5,PM10,NO2,SO2,CO,O3,AQI,Category
36.9,84.7,36.3,19.5,0.67,55.4,83.6,Satisfactory
23.7,27.0,14.7,1.7,1.23,68.5,67.8,Satisfactory
142.6,203.7,111.3,37.5,2.53,103.2,317.6,Very Poor
72.0,153.6,15.2,2.5,1.47,17.8,141.9,Moderate
64.4,84.4,58.4,31.0,1.83,59.6,116.7,Moderate
87.0,165.2,38.6,15.7,0.53,5.6,183.7,Moderate
133.0,265.3,85.9,40.4,2.63,153.6,312.3,Very Poor
132.3,172.4,93.0,33.4,3.02,93.6,304.9,Very Poor
43.5,45.1,18.6,25.3,1.06,15.9,66.7,Satisfactory
22.5,13.6,2.5,0.0,0.07,13.5,39.9,Good
18.0,23.8,25.4,13.4,1.38,27.2,67.6,Satisfactory
96.8,130.0,40.6,29.5,1.03,80.6,218.9,Poor
83.5,106.1,45.7,27.5,1.06,44.8,177.1,Moderate
45.7,47.1,25.9,2.7,0.25,0.0,82.4,Satisfactory
126.5,193.4,76.1,29.4,1.61,15.0,302.4,Very Poor
91.8,144.7,96.3,30.2,2.71,134.8,207.3,Poor
48.7,106.4,19.0,26.6,0.53,29.4,105.8,Moderate
150.2,210.6,75.7,32.6,2.2,99.4,322.6,Very Poor
152.7,263.1,71.3,44.2,2.71,125.2,322.0,Very Poor
18.2,21.1,28.4,22.8,0.61,29.4,35.8,Good
17.6,48.0,23.5,16.0,1.3,18.3,69.1,Satisfactory
60.6,110.8,39.9,14.8,1.55,61.4,106.2,Moderate
47.0,71.8,13.9,0.4,1.09,11.3,78.9,Satisfactory
13.1,47.8,16.4,2.3,0.01,34.8,49.9,Good
61.1,88.9,26.4,22.1,1.06,27.5,98.0,Satisfactory
23.7,56.4,27.8,15.0,0.91,95.3,93.4,Satisfactory
34.4,75.0,9.5,14.8,1.34,18.0,74.1,Satisfactory
51.2,112.6,38.8,21.5,1.9,62.4,105.6,Moderate
142.8,279.7,83.0,44.6,2.35,88.1,316.1,Very Poor
68.5,96.3,29.9,2.9,0.0,10.8,126.7,Moderate
53.0,142.5,30.1,14.9,0.07,5.7,128.1,Moderate
114.3,201.2,50.4,43.0,2.37,84.7,283.4,Poor
0.0,2.0,26.0,2.6,1.2,53.4,61.0,Satisfactory
88.7,177.0,44.1,9.1,0.86,112.6,196.6,Moderate
13.1,38.0,0.8,11.8,0.4,24.2,37.0,Good
41.8,31.8,4.7,1.5,0.91,32.4,70.2,Satisfactory
131.1,226.1,89.9,40.2,2.69,130.4,308.4,Very Poor
85.6,126.1,76.0,28.4,1.07,58.6,179.1,Moderate
44.7,80.6,42.8,24.9,1.48,0.0,82.1,Satisfactory
53.1,96.0,40.3,15.6,1.2,16.4,100.4,Moderate
55.8,117.2,23.3,7.9,1.15,46.7,108.9,Moderate
73.6,145.2,32.9,0.0,0.9,37.0,143.8,Moderate
11.8,0.0,0.0,15.2,1.23,0.0,61.8,Satisfactory
32.7,69.4,38.1,13.7,1.44,9.4,68.4,Satisfactory
23.6,54.7,0.0,0.0,0.11,7.2,53.8,Satisfactory
94.5,201.2,45.5,17.5,0.96,51.1,214.9,Poor
54.9,110.6,49.1,22.0,2.14,15.8,105.9,Moderate
18.2,21.9,23.4,0.0,0.0,0.0,30.6,Good
11.2,1.6,29.0,8.7,0.0,1.0,33.6,Good
95.6,169.8,73.8,23.7,1.35,57.8,215.9,Poor
112.7,177.1,47.4,44.1,0.78,63.4,274.1,Poor
138.4,277.0,62.1,56.4,2.88,89.3,313.1,Very Poor
52.0,67.3,45.2,9.9,1.73,26.5,86.8,Satisfactory
75.9,135.1,3.8,13.4,1.85,37.4,150.5,Moderate
16.4,19.3,0.0,14.7,0.65,0.0,32.3,Good
5.1,0.0,27.1,9.4,0.36,27.2,36.1,Good
25.1,60.5,8.6,22.0,0.53,5.2,60.7,Satisfactory
17.1,20.4,18.4,12.1,0.15,69.7,69.2,Satisfactory
44.4,85.6,45.0,29.9,2.37,69.0,100.2,Moderate
0.0,0.0,15.9,5.2,0.46,21.5,25.2,Good
53.5,86.6,43.8,24.4,0.34,54.8,83.8,Satisfactory
140.4,211.1,56.8,64.9,3.3,122.9,312.8,Very Poor
16.6,26.8,25.7,0.0,0.53,0.0,29.2,Good
84.6,94.3,41.7,20.7,2.19,42.0,184.3,Moderate
18.0,10.8,0.9,4.5,0.66,9.0,32.4,Good
101.7,168.9,83.8,56.3,1.98,111.5,238.6,Poor
30.7,79.0,28.1,18.6,0.55,23.7,80.2,Satisfactory
34.7,69.9,17.7,0.0,0.0,32.0,64.1,Satisfactory
23.9,45.5,24.7,10.2,0.03,0.8,43.9,Good
23.5,41.1,30.9,17.4,0.01,30.5,41.5,Good
19.8,16.1,0.0,11.5,0.3,14.0,27.8,Good
154.5,206.0,60.4,38.6,1.85,101.6,323.8,Very Poor
85.6,143.0,57.1,20.4,1.01,81.7,189.1,Moderate
80.8,146.6,37.4,37.4,1.85,105.5,165.8,Moderate
59.3,134.1,34.0,4.6,0.78,16.0,121.3,Moderate
67.3,120.7,57.7,33.2,0.57,67.3,123.8,Moderate
151.1,272.0,88.0,53.4,2.61,113.5,319.3,Very Poor
100.5,128.5,39.5,4.0,1.03,64.4,233.1,Poor
0.0,4.3,0.0,0.0,0.82,52.5,49.5,Good
50.4,68.6,20.0,10.1,1.65,46.5,87.0,Satisfactory
0.0,12.0,30.4,0.0,0.18,8.6,33.3,Good
83.6,89.7,32.4,24.6,1.28,40.6,180.9,Moderate
58.9,82.2,0.8,0.0,1.48,13.7,102.0,Moderate
61.7,70.0,79.8,13.5,1.86,76.1,115.7,Moderate
56.5,80.9,45.1,35.6,1.43,47.2,96.3,Satisfactory
24.4,63.6,6.6,0.0,0.72,7.8,61.3,Satisfactory
0.0,0.0,0.0,3.7,0.26,10.1,11.7,Good
126.7,203.5,105.8,54.4,2.93,119.8,307.9,Very Poor
0.0,0.0,17.5,15.5,0.26,48.0,48.6,Good
12.7,13.4,27.3,7.3,0.7,0.0,35.6,Good
31.8,62.0,62.0,16.4,0.49,19.6,80.4,Satisfactory
90.6,164.6,28.5,22.4,0.83,53.2,204.8,Poor
42.6,98.9,3.2,0.0,0.71,24.2,97.3,Satisfactory
145.7,262.3,80.4,49.3,2.65,100.6,319.0,Very Poor
130.0,208.0,78.5,44.6,1.96,97.6,314.9,Very Poor
37.7,32.6,15.8,11.6,0.48,56.1,63.0,Satisfactory
111.9,229.3,73.6,28.4,2.64,148.1,267.7,Poor
137.7,216.0,78.4,50.1,2.22,112.8,318.8,Very Poor
54.1,77.8,60.4,26.7,1.61,71.7,89.1,Satisfactory
104.4,193.1,107.4,32.4,3.02,111.6,244.3,Poor
88.6,123.1,29.6,41.3,1.65,82.3,192.7,Moderate
50.6,82.3,37.8,10.6,0.95,66.9,84.3,Satisfactory
60.8,72.5,43.1,17.9,0.79,33.0,102.0,Moderate
44.2,62.1,14.9,16.7,0.89,32.2,70.6,Satisfactory
50.9,122.3,50.8,19.5,0.22,43.0,115.7,Moderate
114.1,198.9,58.1,23.1,2.76,81.6,278.9,Poor
43.7,87.5,15.7,0.0,0.89,37.8,89.0,Satisfactory
47.5,60.1,2.0,1.6,0.2,2.6,77.1,Satisfactory
60.6,129.1,73.7,2.5,1.73,53.3,122.7,Moderate
6.4,0.0,25.7,8.6,0.0,58.1,60.0,Satisfactory
57.5,85.5,40.3,5.9,0.7,33.4,92.1,Satisfactory
156.8,268.1,103.1,48.1,2.8,115.1,326.4,Very Poor
21.4,19.6,34.2,16.0,0.99,42.0,53.3,Satisfactory
138.1,189.6,95.7,55.3,3.45,121.5,314.3,Very Poor
19.9,42.2,0.0,22.1,0.28,72.2,70.2,Satisfactory
32.4,60.7,0.0,0.0,0.65,29.9,56.5,Satisfactory
29.6,41.5,0.0,0.0,0.0,49.3,52.4,Satisfactory
93.7,172.9,43.4,35.1,1.31,57.7,211.4,Poor
64.9,118.2,67.4,9.7,0.95,74.5,118.4,Moderate
176.6,257.4,124.4,56.2,3.43,116.8,344.6,Very Poor
21.3,51.5,28.5,16.8,0.8,39.5,54.5,Satisfactory
68.1,107.2,53.4,1.8,0.64,5.4,125.2,Moderate
40.5,74.5,0.1,21.9,0.36,7.0,76.2,Satisfactory
98.4,162.0,53.5,19.9,1.17,43.1,225.6,Poor
40.3,44.5,0.0,0.0,0.21,38.5,65.5,Satisfactory
18.6,29.6,22.8,21.9,1.26,28.3,66.2,Satisfactory
94.2,140.1,42.8,42.9,1.14,67.9,210.4,Poor
0.0,3.4,24.0,9.6,0.9,8.0,48.6,Good
78.8,123.2,70.4,30.8,1.27,38.7,159.5,Moderate
93.2,173.8,63.6,26.7,2.11,70.8,211.2,Poor
28.0,64.6,25.8,10.0,0.0,22.2,62.2,Satisfactory
75.3,123.1,32.5,13.0,2.47,94.9,148.3,Moderate
38.5,80.8,63.1,30.5,1.0,70.9,83.4,Satisfactory
84.0,125.1,32.1,37.6,0.72,100.9,176.6,Moderate
45.8,85.0,43.4,16.4,1.21,55.9,82.9,Satisfactory
54.3,64.2,36.2,7.2,1.19,48.1,92.6,Satisfactory
69.8,141.2,77.2,29.3,1.26,42.8,136.2,Moderate
119.6,212.7,48.1,22.5,1.18,83.0,300.4,Very Poor
109.2,190.4,104.6,41.1,1.51,113.7,264.4,Poor
66.3,137.7,38.2,13.9,1.52,79.0,126.0,Moderate
118.2,200.2,79.7,37.8,1.78,101.4,289.0,Poor
7.8,0.0,28.6,24.2,0.47,13.0,31.8,Good
31.9,58.6,47.7,21.0,0.77,39.3,57.3,Satisfactory
36.2,63.2,14.5,10.2,0.0,19.8,59.9,Satisfactory
126.4,200.3,90.9,53.1,2.58,120.0,303.4,Very Poor
18.0,38.8,22.2,0.0,0.13,10.1,47.3,Good
46.5,86.3,65.3,11.2,0.67,43.6,83.9,Satisfactory
69.2,101.0,16.6,15.2,1.27,56.4,131.5,Moderate
81.7,135.1,32.9,4.9,1.94,57.1,174.7,Moderate
9.9,17.4,2.9,15.2,1.62,37.3,80.7,Satisfactory
67.2,134.6,39.5,25.9,1.25,30.4,130.1,Moderate
21.0,37.0,13.3,0.0,0.0,0.0,41.6,Good
37.5,66.9,0.0,5.7,0.4,20.2,70.5,Satisfactory
42.8,59.0,0.0,0.0,0.52,0.0,77.4,Satisfactory
20.3,44.8,2.3,9.8,0.0,16.4,42.9,Good
0.0,0.0,9.8,5.0,1.17,32.8,60.7,Satisfactory
46.4,54.1,53.3,15.3,1.08,98.6,100.8,Moderate
44.9,50.0,78.6,12.6,1.28,46.7,101.5,Moderate
169.1,314.8,94.6,51.7,2.85,120.0,340.1,Very Poor
54.2,94.5,25.4,15.6,0.48,0.0,97.4,Satisfactory
0.0,23.8,10.8,2.9,0.73,58.1,59.3,Satisfactory
43.5,35.1,57.9,15.6,0.89,35.4,71.3,Satisfactory
48.3,55.3,35.0,35.3,0.65,5.6,82.5,Satisfactory
55.5,123.5,38.6,8.8,0.98,34.4,115.5,Moderate
12.9,34.0,0.0,3.5,0.53,0.0,28.1,Good
0.0,0.0,34.3,5.9,0.39,0.0,43.3,Good
40.4,51.5,24.7,14.3,0.6,39.9,67.1,Satisfactory
5.2,22.9,33.6,15.6,0.97,40.7,46.9,Good
137.9,228.2,89.4,44.7,2.91,123.1,314.1,Very Poor
122.2,186.6,73.5,50.7,2.77,115.3,303.7,Very Poor
82.3,120.0,45.3,32.9,1.89,69.3,179.4,Moderate
77.0,160.8,45.0,34.6,1.43,65.2,153.6,Moderate
54.1,78.1,21.5,0.0,0.0,20.1,91.8,Satisfactory
39.6,48.4,24.4,8.5,1.35,38.2,72.3,Satisfactory
31.0,80.9,24.9,22.5,0.3,26.7,80.6,Satisfactory
18.5,29.0,0.0,9.4,0.07,0.0,30.1,Good
72.1,88.7,78.9,25.7,2.2,31.4,137.8,Moderate
37.4,69.9,39.0,20.5,0.96,25.1,66.6,Satisfactory
40.9,34.8,16.7,26.6,0.0,48.6,72.7,Satisfactory
78.3,96.4,46.0,19.0,1.55,66.2,159.1,Moderate
50.3,110.4,25.4,5.0,0.62,0.0,108.9,Moderate
73.5,118.8,86.8,30.4,2.35,87.6,145.2,Moderate
69.1,67.1,38.9,32.6,1.41,72.5,124.3,Moderate
6.9,11.8,0.0,9.7,1.03,48.6,50.1,Satisfactory
57.6,125.5,27.5,17.9,0.53,31.7,118.3,Moderate
46.6,68.4,0.0,33.8,0.71,54.3,81.2,Satisfactory
73.3,98.9,22.6,27.2,0.8,2.6,142.4,Moderate
36.2,47.2,38.1,7.5,0.64,29.5,60.8,Satisfactory
28.3,50.2,45.8,7.2,0.73,0.0,56.2,Satisfactory
32.7,41.1,4.0,4.9,0.11,67.0,68.6,Satisfactory
82.0,149.5,21.5,12.4,0.35,26.2,174.5,Moderate
127.9,180.8,93.0,46.5,2.61,127.2,305.3,Very Poor
69.8,113.7,17.9,10.4,1.07,53.3,127.5,Moderate
10.2,32.6,48.7,0.0,1.07,13.6,58.4,Satisfactory
137.3,282.1,64.7,51.0,2.63,121.5,313.3,Very Poor
41.3,66.8,21.9,10.3,0.83,43.1,63.3,Satisfactory
0.0,0.0,23.7,0.0,0.65,16.0,31.8,Good
30.5,52.9,27.7,22.0,0.25,51.5,55.5,Satisfactory
17.4,46.9,20.5,0.0,0.73,0.0,43.7,Good
81.1,144.5,34.3,22.3,1.6,59.8,169.4,Moderate
7.5,0.0,37.6,0.3,1.18,47.0,57.5,Satisfactory
69.2,105.6,68.5,28.3,2.08,17.2,131.1,Moderate
100.5,191.2,98.7,61.4,2.17,99.5,234.6,Poor
71.2,115.8,39.7,25.4,1.13,67.2,140.4,Moderate
18.5,15.4,28.5,17.2,0.0,48.8,45.3,Good
54.6,85.5,16.8,15.0,0.44,27.4,92.3,Satisfactory
47.1,123.9,42.4,2.6,0.75,42.9,116.1,Moderate
93.0,162.9,44.5,20.0,1.26,81.2,209.1,Poor
28.7,33.8,9.4,11.3,1.17,46.1,62.4,Satisfactory
49.3,82.9,28.3,13.7,0.0,10.7,82.4,Satisfactory
74.5,113.6,59.8,27.8,1.87,86.3,148.0,Moderate
59.6,102.8,22.5,16.6,1.84,42.9,102.5,Moderate
0.6,0.0,10.9,16.7,0.2,23.0,27.3,Good
28.2,57.6,18.5,11.2,0.41,40.0,63.3,Satisfactory
162.4,271.3,110.0,28.4,3.1,119.9,330.3,Very Poor
140.5,267.3,84.9,32.7,2.09,78.2,318.1,Very Poor
156.1,190.8,115.6,43.9,2.78,80.6,331.7,Very Poor
170.4,309.9,78.3,41.9,2.33,127.9,339.8,Very Poor
63.4,129.0,42.3,10.3,1.01,32.5,121.2,Moderate
95.7,201.8,90.9,71.1,2.3,105.0,217.0,Poor
66.7,123.1,67.4,33.9,1.48,34.3,124.9,Moderate
43.9,62.6,37.1,16.6,0.0,34.2,72.5,Satisfactory
65.6,127.6,67.6,15.8,1.33,66.5,116.9,Moderate
32.6,73.9,60.0,34.3,0.79,57.9,73.8,Satisfactory
38.3,9.0,8.0,8.8,1.03,15.7,66.8,Satisfactory
15.6,15.8,12.2,2.0,1.04,4.4,53.6,Satisfactory
60.4,81.2,42.2,20.8,0.72,14.1,104.5,Moderate
125.2,213.0,65.0,48.4,2.0,147.2,301.2,Very Poor
18.0,0.0,14.9,0.0,0.42,12.6,30.8,Good
11.6,2.5,5.0,0.0,0.26,23.2,21.7,Good
26.3,47.3,8.9,7.2,0.08,1.9,47.8,Good
113.4,209.3,49.3,5.7,1.16,52.1,277.1,Poor
17.3,35.9,16.1,17.6,0.2,20.1,36.9,Good
45.1,85.4,50.3,25.9,2.64,58.4,105.0,Moderate
50.8,97.0,42.2,5.5,0.67,24.6,100.2,Moderate
52.3,100.4,28.2,14.4,0.37,45.2,97.0,Satisfactory
57.1,88.7,25.8,9.7,0.59,0.0,97.4,Satisfactory
103.8,161.5,24.9,33.3,2.05,91.1,241.5,Poor
63.9,129.7,46.6,41.5,2.86,67.1,121.2,Moderate
44.8,81.5,42.8,15.9,2.91,77.7,109.6,Moderate
64.5,128.8,45.6,29.1,1.62,46.3,116.4,Moderate
63.3,136.3,61.5,33.5,1.4,67.4,123.4,Moderate
174.2,296.5,80.8,31.0,3.19,125.4,340.8,Very Poor
35.8,38.8,9.0,16.2,0.96,56.9,59.3,Satisfactory
71.3,122.9,52.4,12.7,0.95,54.1,140.7,Moderate
0.0,2.4,4.2,15.7,0.74,36.9,37.1,Good
35.7,39.1,8.1,2.7,0.37,0.0,58.8,Satisfactory
19.1,49.6,67.9,18.6,0.7,36.4,85.6,Satisfactory
29.2,28.2,22.0,17.5,0.34,87.2,89.5,Satisfactory
72.2,102.3,35.4,12.9,0.54,16.9,139.4,Moderate
0.0,0.0,32.0,0.0,0.67,30.3,36.7,Good
73.1,71.2,82.6,35.8,1.6,81.8,143.4,Moderate
98.4,98.2,49.9,5.1,1.64,60.3,232.0,Poor
26.2,43.5,3.4,5.7,1.02,0.0,49.6,Good
35.9,77.1,39.5,22.4,1.08,42.3,72.7,Satisfactory
40.6,88.0,39.4,23.4,0.0,26.3,82.5,Satisfactory
136.8,249.4,108.3,46.1,2.4,128.8,312.0,Very Poor
84.1,134.1,60.5,53.5,1.19,49.9,180.7,Moderate
162.3,310.2,114.3,29.6,2.58,113.5,329.9,Very Poor
67.4,90.2,54.7,24.9,1.61,58.7,120.8,Moderate
72.8,131.0,18.9,0.0,1.02,50.6,143.2,Moderate
117.0,150.1,85.5,51.0,3.33,105.4,286.9,Poor
42.7,87.7,48.0,10.4,0.49,46.5,88.7,Satisfactory
20.4,28.6,14.5,0.0,0.39,19.8,37.9,Good
14.1,30.6,62.2,3.8,0.59,4.0,73.9,Satisfactory
42.6,75.3,34.2,14.7,0.63,43.1,76.6,Satisfactory
86.0,181.5,39.4,20.3,1.74,49.4,184.9,Moderate
67.5,155.6,58.9,28.4,1.57,48.7,134.2,Moderate
55.3,87.7,49.8,0.0,0.7,48.5,86.8,Satisfactory
35.7,69.1,0.0,2.0,0.0,0.0,68.9,Satisfactory
122.5,231.4,41.5,29.1,2.11,81.6,302.5,Very Poor
34.0,70.1,50.9,15.5,2.73,97.1,109.4,Moderate
85.6,176.3,34.0,22.4,0.16,18.8,189.9,Moderate
91.7,194.2,59.6,16.9,1.27,25.2,204.7,Poor
36.8,39.1,49.2,45.7,1.5,45.0,69.5,Satisfactory
23.0,22.1,21.6,12.6,0.23,41.3,37.1,Good
62.9,129.5,84.3,25.4,1.57,59.7,118.3,Moderate
71.5,97.6,28.4,9.9,0.38,4.0,142.6,Moderate
28.0,35.1,52.6,10.7,2.16,36.3,108.1,Moderate
84.0,162.7,61.5,49.2,1.31,45.1,178.1,Moderate
77.0,105.8,24.9,3.9,0.59,13.9,152.0,Moderate
31.4,87.8,11.0,19.1,0.64,30.9,88.2,Satisfactory
115.8,186.7,87.2,53.6,2.19,113.1,290.4,Poor
0.0,4.5,17.5,13.6,0.76,7.4,41.4,Good
48.1,67.2,5.2,20.3,0.89,13.6,81.2,Satisfactory
10.3,30.6,1.3,11.4,1.06,3.3,57.0,Satisfactory
18.9,32.0,11.0,4.0,0.58,29.8,29.3,Good
91.3,131.0,54.7,28.9,2.14,55.0,204.1,Poor
58.3,86.8,13.0,12.8,0.38,48.3,97.7,Satisfactory
59.0,129.9,53.6,21.4,0.88,84.1,119.7,Moderate
11.9,0.0,7.4,7.0,0.95,50.8,53.0,Satisfactory
43.9,86.7,31.3,19.7,0.64,33.9,80.5,Satisfactory
34.3,63.6,43.0,17.6,0.45,35.5,60.2,Satisfactory
0.0,12.5,0.0,4.9,0.54,0.0,25.6,Good
44.1,82.9,22.2,9.1,0.5,27.7,84.8,Satisfactory
116.4,211.6,49.5,37.9,2.23,41.8,285.8,Poor
54.7,93.4,29.2,28.8,0.86,9.7,93.7,Satisfactory
46.4,92.9,27.1,14.4,0.0,59.2,91.9,Satisfactory
70.0,82.0,37.2,25.5,1.25,71.7,131.6,Moderate
23.0,54.2,64.1,9.6,0.48,49.1,80.7,Satisfactory
25.6,44.3,64.0,22.1,0.83,80.6,82.6,Satisfactory
0.3,15.9,48.5,5.2,0.81,29.1,59.0,Satisfactory
31.8,54.7,1.6,0.6,0.0,6.0,56.2,Satisfactory
96.4,191.1,91.2,21.4,1.14,87.6,222.2,Poor
40.7,59.8,9.1,4.1,0.58,10.8,71.5,Satisfactory
82.0,92.2,47.0,10.8,0.53,43.0,173.6,Moderate
6.0,0.0,32.3,0.0,0.7,0.0,37.0,Good
84.1,100.0,37.6,18.2,1.76,108.5,177.7,Moderate
32.4,52.9,4.9,16.7,0.0,0.0,55.4,Satisfactory
25.7,60.7,42.7,29.8,0.95,23.4,65.7,Satisfactory
16.5,6.5,54.5,20.2,0.03,49.6,69.7,Satisfactory
12.2,42.1,0.0,1.1,0.36,41.2,40.2,Good
58.2,78.2,30.0,18.1,0.95,32.9,93.3,Satisfactory
86.6,163.2,43.0,25.0,0.81,82.2,184.8,Moderate
96.3,144.9,43.6,42.0,1.53,57.8,223.8,Poor
1.9,0.0,41.0,14.5,0.26,47.1,50.0,Good
20.5,38.5,14.0,13.7,0.75,16.2,33.9,Good
71.6,151.5,23.2,15.8,0.92,71.9,141.3,Moderate
115.9,186.9,95.4,57.5,2.21,95.6,289.7,Poor
11.9,22.7,25.2,11.8,0.41,37.5,41.1,Good
40.3,39.0,12.5,0.0,0.68,10.8,64.8,Satisfactory
58.2,110.5,29.9,15.2,0.8,37.6,100.3,Moderate
25.8,70.3,6.9,0.0,0.36,57.6,68.7,Satisfactory
45.5,79.3,47.9,43.4,1.72,34.8,81.7,Satisfactory
35.8,75.7,36.0,20.6,1.16,26.1,75.2,Satisfactory
35.2,47.1,4.9,22.3,0.66,0.0,58.5,Satisfactory
13.9,11.8,22.3,0.0,0.37,10.8,28.0,Good
22.1,11.3,28.3,19.4,1.76,51.1,89.5,Satisfactory
103.4,183.7,45.3,45.2,1.78,108.9,245.7,Poor
6.5,4.4,31.1,5.7,0.0,19.3,39.2,Good
32.6,74.4,36.6,17.6,0.19,77.4,72.7,Satisfactory
7.3,8.9,17.9,7.4,0.28,45.4,48.7,Good
71.5,139.7,50.0,10.1,1.72,78.4,135.9,Moderate
44.1,99.7,29.6,5.1,0.93,28.0,99.5,Satisfactory
119.8,184.5,47.7,31.6,2.03,69.9,300.9,Very Poor
112.5,165.3,88.3,55.8,1.77,91.8,281.8,Poor
83.5,102.5,63.9,18.1,0.51,72.1,176.2,Moderate
105.7,187.7,88.4,48.4,1.94,79.6,249.2,Poor
56.9,94.1,24.1,0.0,0.44,50.6,98.7,Satisfactory
142.5,229.3,98.3,43.9,2.27,98.4,322.7,Very Poor
45.6,78.3,36.8,35.6,0.52,53.3,78.9,Satisfactory
67.8,86.2,41.2,0.0,1.17,32.6,125.9,Moderate
53.8,76.8,25.2,22.5,1.28,48.3,88.1,Satisfactory
92.1,116.4,62.4,21.3,1.5,69.0,205.1,Poor
104.4,173.8,76.3,54.7,2.07,83.1,247.0,Poor
65.7,85.1,86.7,16.1,0.71,90.8,117.0,Moderate
44.8,43.4,26.9,9.3,0.96,47.5,75.4,Satisfactory
14.7,38.6,5.5,10.7,0.3,13.5,39.8,Good
21.3,41.4,27.3,20.5,1.01,34.0,54.8,Satisfactory
42.1,63.9,41.8,0.0,1.3,56.2,71.9,Satisfactory
0.0,10.2,27.1,0.3,0.58,7.9,36.5,Good
0.9,0.0,9.9,9.6,0.79,20.0,35.5,Good
159.0,249.2,89.7,36.5,2.37,105.9,330.9,Very Poor
41.7,53.4,0.0,8.9,0.44,0.6,73.1,Satisfactory
44.7,66.0,26.9,13.2,1.37,6.6,70.7,Satisfactory
84.0,149.0,21.5,7.6,1.07,54.1,175.9,Moderate
13.7,20.4,1.8,0.4,0.78,24.4,41.5,Good
0.0,6.1,7.3,0.0,0.05,16.8,15.4,Good
24.3,38.3,11.8,0.0,0.73,7.4,42.7,Good
60.6,105.5,23.8,34.1,0.91,56.8,108.7,Moderate
144.2,266.4,111.7,38.0,2.45,91.6,318.5,Very Poor
53.9,106.0,18.2,28.4,0.96,49.3,103.6,Moderate
0.0,0.0,27.6,0.0,0.73,0.0,36.7,Good
129.9,247.0,125.1,39.1,2.35,114.1,305.4,Very Poor
49.2,67.5,77.5,21.6,1.92,75.2,95.5,Satisfactory
68.8,114.0,4.2,10.3,0.51,46.0,128.3,Moderate
44.5,63.3,6.6,11.3,0.17,23.8,71.7,Satisfactory
44.1,55.6,1.3,2.5,0.88,30.0,78.5,Satisfactory
87.7,150.6,49.7,26.6,1.65,60.3,188.1,Moderate
57.2,112.5,17.8,20.6,0.44,41.4,108.9,Moderate
57.8,128.3,50.3,11.5,0.84,25.1,117.9,Moderate
71.6,86.8,51.3,39.0,1.29,73.6,138.6,Moderate
150.9,258.4,72.8,47.7,2.4,110.6,324.7,Very Poor
61.6,105.5,77.6,10.2,1.33,77.9,110.2,Moderate
14.2,25.5,0.0,0.0,0.74,6.3,39.8,Good
39.1,51.3,29.5,0.0,0.06,11.0,68.2,Satisfactory
121.5,147.4,90.4,41.9,2.41,114.3,297.5,Poor
57.7,104.2,16.3,23.0,0.57,0.0,101.1,Moderate
12.4,8.0,0.9,3.0,0.0,0.0,20.9,Good
160.8,317.1,84.2,32.1,1.67,92.2,332.7,Very Poor
46.8,64.6,0.0,1.9,0.92,39.0,77.5,Satisfactory
48.2,104.4,0.0,0.0,1.26,15.3,99.6,Satisfactory
31.7,73.8,0.0,0.7,0.8,0.0,74.6,Satisfactory
130.1,208.0,82.9,46.6,1.74,99.4,310.9,Very Poor
3.9,0.0,29.0,10.4,0.33,13.0,39.3,Good
148.7,292.4,77.6,24.8,2.95,132.0,321.4,Very Poor
59.8,105.3,23.6,10.5,0.0,48.8,101.4,Moderate
0.5,22.9,11.4,17.8,1.12,28.0,59.8,Satisfactory
95.1,143.2,41.7,17.8,1.41,78.7,213.6,Poor
14.8,14.5,10.8,0.0,0.0,0.0,25.3,Good
140.5,280.8,76.7,49.1,2.7,108.8,312.0,Very Poor
103.8,147.0,98.4,33.0,2.53,120.3,245.2,Poor
61.2,113.9,26.2,0.0,0.71,9.6,111.5,Moderate
56.3,104.4,8.5,0.0,0.0,0.0,105.2,Moderate
0.0,15.5,15.5,11.4,0.1,0.0,18.4,Good
68.1,109.8,36.1,24.6,1.63,94.5,127.3,Moderate
54.3,75.4,25.9,13.8,0.9,44.6,94.0,Satisfactory
137.4,194.4,62.3,47.1,3.82,109.1,313.9,Very Poor
71.8,127.4,50.3,14.8,1.5,56.6,139.7,Moderate
11.0,26.3,16.2,14.8,0.75,55.5,58.9,Satisfactory
50.6,71.4,60.7,35.0,1.09,60.3,84.8,Satisfactory
0.0,23.7,31.9,11.5,0.05,32.3,36.7,Good
80.3,139.3,44.6,27.3,1.2,70.4,165.8,Moderate
96.7,155.6,48.8,16.6,1.35,66.7,217.1,Poor
144.5,250.9,89.8,40.4,3.4,153.4,317.8,Very Poor
12.7,14.9,3.2,2.1,0.7,0.0,39.8,Good
60.8,129.7,0.0,18.4,0.92,0.0,121.0,Moderate
83.6,152.0,25.2,23.8,1.4,42.9,181.8,Moderate
0.0,0.0,0.0,0.0,0.09,1.7,4.5,Good
146.8,263.3,73.6,36.8,2.62,109.6,317.4,Very Poor
39.6,68.8,42.1,7.6,0.56,2.8,67.8,Satisfactory
44.6,106.4,26.9,14.1,2.11,35.8,101.8,Moderate
28.9,56.9,17.1,0.0,0.35,35.6,61.1,Satisfactory
35.8,81.4,6.0,14.2,0.09,50.8,83.8,Satisfactory
60.4,128.0,33.3,32.0,0.9,80.5,121.9,Moderate
102.2,133.3,73.6,29.5,1.46,71.2,238.7,Poor
130.5,193.1,76.0,46.1,1.75,70.7,305.2,Very Poor
36.1,49.9,61.1,7.9,0.95,39.6,76.1,Satisfactory
